Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	CDM.BETA	CDM.BETA_STD	CDM.SE	CDM.P	CDM.ds	Marginal.P	PS	PS.avg
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	147	16450	0.0090199	0.01942	0.022893	0.34679	0.035948	0.077397	0.010498	0.00030908	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00011335	0.13103781348561	0.889585422819119
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	147	16450	0.026333	0.060708	0.019895	0.092821	0.033299	0.076767	0.0091228	0.00013149	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00017966	0.265994646373829	1.03619193989444
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	148	15652	0.033623	0.072971	0.010874	0.00099543	0.035085	0.076143	0.01079	0.00057518	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00011335	0.926483789143603	0.82122209547206
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	148	15652	0.014758	0.013957	0.013587	0.13871	0.019958	0.018874	0.013487	0.069473	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00042378	0.74072191257445	0.343383390864571
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	149	15308	0.033143	0.072149	0.010918	0.0012023	0.035044	0.076287	0.010828	0.00060663	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00011335	0.907652491740252	0.815362344467678
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	149	15308	0.019056	0.016704	0.01405	0.087504	0.024531	0.021503	0.013938	0.039213	49_Siletti_CerebralNuclei.SI_Human_2022_level2	0.00018676	0.752164589143032	0.377226337376453
49_Siletti_CerebralNuclei.SI_Human_2022_level2	Eccentric_medium_spiny_neuron	150	15098	0.031173	0.067985	0.011122	0.0025365	0.036136	0.07881	0.010766	0.00039587	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00011335	0.762911169928712	0.862344376115554
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	150	15098	0.0176	0.023738	0.0099059	0.037822	0.024573	0.033144	0.0095907	0.0052061	49_Siletti_CerebralNuclei.SI_Human_2022_level2	6.2304e-05	0.622843572986855	0.542978514725093
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	151	16684	0.010835	0.028287	0.0042101	0.0050365	0.013619	0.035555	0.0040561	0.00039385	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00034499	0.6749176088319	0.983385000500185
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	151	16684	0.02162	0.037845	0.0087812	0.0069124	0.02769	0.04847	0.0084601	0.00053324	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00043816	0.660042813993534	0.974603733028435
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	152	16208	0.01179	0.031062	0.0041018	0.0020264	0.01244	0.032774	0.0040941	0.0011906	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00034499	0.921018875730157	0.844618917861391
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	152	16208	0.018283	0.044511	0.0073754	0.006595	0.019638	0.047809	0.0073621	0.0038262	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00021923	0.902182703201593	0.660608434305165
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	153	16434	0.010348	0.027143	0.0043146	0.0082424	0.014006	0.036739	0.0040606	0.00028192	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00034499	0.587047947811248	1.02532516454707
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	153	16434	0.024116	0.055603	0.0096294	0.0061375	0.031934	0.073628	0.0090623	0.00021329	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00017966	0.602558081158539	0.980104623712718
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	154	15654	0.010725	0.028533	0.0041342	0.0047436	0.011129	0.029606	0.00412	0.0034591	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00034499	0.944273511693058	0.710831698863219
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	154	15654	0.015919	0.015054	0.013534	0.11975	0.018831	0.017808	0.01349	0.081377	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00042378	0.846008164545818	0.323019180206829
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	155	15309	0.010456	0.028008	0.0041294	0.0056736	0.010861	0.029091	0.0041198	0.0041962	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00034499	0.944890783067108	0.686600510667576
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	155	15309	0.020145	0.017658	0.014124	0.076911	0.022601	0.019811	0.014094	0.05441	15_Siletti_CerebralCortex.Ig_Human_2022_level2	0.00018676	0.881114290109311	0.339076837282986
15_Siletti_CerebralCortex.Ig_Human_2022_level2	Eccentric_medium_spiny_neuron	156	15098	0.011268	0.030307	0.0041149	0.0030901	0.01167	0.031386	0.0041111	0.0022685	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00034499	0.949235820727335	0.763753158647282
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	156	15098	0.02125	0.028661	0.009947	0.016336	0.022494	0.030339	0.009939	0.011819	15_Siletti_CerebralCortex.Ig_Human_2022_level2	6.2304e-05	0.927070879452673	0.458310918599602
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	157	16217	0.02588	0.045737	0.0086859	0.0014456	0.028097	0.049654	0.0086439	0.00057726	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00043816	0.87689953626465	0.964346145787419
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	157	16217	0.01862	0.045331	0.0073003	0.0053814	0.020797	0.050629	0.0072656	0.0021052	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00021923	0.847722605396103	0.731520490515995
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	158	16404	0.017088	0.030083	0.010407	0.050309	0.028738	0.050593	0.0084041	0.00031448	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00043816	0.370703440962493	1.04288979895267
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	158	16404	0.021002	0.048431	0.011066	0.028865	0.031719	0.073147	0.008936	0.00019349	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00017966	0.414620752864105	0.991401225115423
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	159	15643	0.027446	0.04907	0.0090804	0.0012552	0.0289	0.051668	0.0085974	0.00038867	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00043816	0.850712797085784	1.01549911113463
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	159	15643	0.0070528	0.0066719	0.014178	0.30945	0.020841	0.019715	0.013428	0.06034	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00042378	0.417756051761117	0.361531418217436
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	160	15303	0.025804	0.046462	0.0090505	0.0021814	0.028206	0.050787	0.0085885	0.00051269	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00043816	0.808859356393561	0.979685926768277
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	160	15303	0.012362	0.010838	0.01469	0.20004	0.025572	0.022419	0.013944	0.033348	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	0.00018676	0.473199851102753	0.396096177291195
100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	Eccentric_medium_spiny_neuron	161	15089	0.024184	0.043727	0.0088278	0.0030802	0.028619	0.051746	0.0085032	0.00038278	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00043816	0.734967449555383	1.01747381541869
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	161	15089	0.018317	0.02471	0.0098075	0.030919	0.025544	0.03446	0.0094482	0.0034337	100_Siletti_Thalamus.LNC.VLN_Human_2022_level2	6.2304e-05	0.612674090013953	0.585958146652328
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	162	16119	0.010404	0.025339	0.0079503	0.095334	0.013813	0.03364	0.0078	0.038305	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00021923	0.720491352228306	0.3871838777499
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	162	16119	0.021696	0.050125	0.0098248	0.013621	0.024192	0.055892	0.0096381	0.0060417	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00017966	0.840885461721217	0.592394086307723
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	163	15476	0.020531	0.050177	0.0077378	0.0039886	0.024509	0.059898	0.0073951	0.00046052	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00021923	0.719016538150669	0.911904973706826
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	163	15476	0.022044	0.020953	0.012629	0.040456	0.031913	0.030333	0.012071	0.0041039	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00042378	0.583632970544439	0.707649755218686
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	164	15193	0.021782	0.053282	0.0077114	0.0023699	0.026283	0.064293	0.0073842	0.00018647	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00021923	0.703940659077966	1.01920991848418
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	164	15193	0.026817	0.023586	0.013256	0.021549	0.037622	0.033089	0.012696	0.0015242	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	0.00018676	0.591621477345159	0.755476668353262
106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	Thalamic_excitatory	165	14991	0.017693	0.043305	0.0080708	0.014192	0.025356	0.062064	0.0073304	0.00027185	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00021923	0.518263342956243	0.974466575642405
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	165	14991	0.022393	0.030259	0.009873	0.011669	0.031455	0.042503	0.0089673	0.00022671	106_Siletti_Thalamus.LNC.LP.VPL_Human_2022_level2	6.2304e-05	0.530374758662507	0.866613512799217
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	166	15568	0.028325	0.065688	0.0099615	0.0022348	0.030765	0.071347	0.0096103	0.00068573	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00017966	0.837828587426331	0.844695179295975
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	166	15568	0.01227	0.011632	0.013181	0.17597	0.022133	0.020982	0.01272	0.040937	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00042378	0.543677550141985	0.411485853238908
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	167	15247	0.027215	0.063221	0.0098971	0.0029858	0.030415	0.070655	0.0095648	0.0007383	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00017966	0.806234684833074	0.836130420971006
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	167	15247	0.01727	0.015165	0.013729	0.10422	0.026973	0.023686	0.01327	0.021057	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	0.00018676	0.585737134325015	0.449646323904053
110_Siletti_Thalamus.LNC.VA_Human_2022_level2	Eccentric_medium_spiny_neuron	168	15045	0.027195	0.063242	0.010002	0.0032797	0.032294	0.075099	0.0094144	0.00030241	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00017966	0.705848485924067	0.939623062812306
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	168	15045	0.015182	0.020496	0.010066	0.065755	0.024431	0.032982	0.0094758	0.0049703	110_Siletti_Thalamus.LNC.VA_Human_2022_level2	6.2304e-05	0.513136955549161	0.547765098777675
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	169	15286	0.0061262	0.0058531	0.030383	0.4201	0.039563	0.0378	0.011506	0.00029329	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	0.00042378	0.106617325517672	1.04739100428817
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	169	15286	0.038454	0.033723	0.032339	0.11722	0.044489	0.039015	0.012246	0.00014063	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	0.00018676	0.241697074171794	1.03304244250409
336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	glutamatergic_neuron	170	15123	0.0070823	0.0067978	0.022514	0.37654	0.041704	0.040028	0.01244	0.00040173	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00042378	0.124905969083159	1.00688027223643
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	170	15123	0.0293	0.039491	0.015881	0.032532	0.033464	0.045104	0.0087742	6.8685e-05	336_Seeker2023_WhiteMatter_Human_2023_CSC_Young_level2	6.2304e-05	0.357348039281967	0.989930773238709
334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	glutamatergic_neuron	171	14981	0.014005	0.012391	0.025608	0.29223	0.047336	0.041881	0.013333	0.00019299	332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	0.00018676	0.143836373218669	0.996178056911202
332_Seeker2023_WhiteMatter_Human_2023_BA4_Young_level2	glutamatergic_neuron	171	14981	0.026064	0.035209	0.017097	0.063706	0.034047	0.045993	0.0089008	6.5626e-05	334_Seeker2023_WhiteMatter_Human_2023_CB_Young_level2	6.2304e-05	0.285881274418805	0.994635574890319
