Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	320	15085	0.013586	0.036903	0.0086398	0.057926	0.0042045	0.520613531298399
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	320	15085	0.0079853	0.021885	0.0079489	0.15756	0.0096137	0.397873320204007
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	321	15085	0.028625	0.077338	0.0078924	0.0001439	9.2703e-06	0.763363958080348
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	321	15085	0.003916	0.010733	0.0071961	0.29316	0.0096137	0.264187593346175
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	322	15085	0.010875	0.032488	0.0045022	0.0078636	0.0013984	0.737248369838782
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	322	15085	0.010458	0.028663	0.0067809	0.061507	0.0096137	0.60040146286396
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	323	15085	0.024436	0.067434	0.007192	0.00034082	2.924e-05	0.76476789145996
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	323	15085	0.0065028	0.017822	0.0069759	0.17563	0.0096137	0.374496933980932
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	324	15085	0.027303	0.074083	0.0074269	0.00011879	9.248e-06	0.779749186752789
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	324	15085	0.0056409	0.01546	0.0069904	0.20985	0.0096137	0.336169676717747
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	325	15085	0.020872	0.057351	0.0062818	0.00044705	3.8122e-05	0.758039617769499
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	325	15085	0.006515	0.017856	0.006996	0.17587	0.0096137	0.374202918074825
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	326	15085	0.021993	0.06062	0.0071431	0.0010408	0.00012027	0.760906228403949
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	326	15085	0.0083292	0.022828	0.0068627	0.11244	0.0096137	0.470514463369512
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	327	15085	0.02531	0.06949	0.0073614	0.00029356	2.4218e-05	0.76525323575725
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	327	15085	0.0062159	0.017036	0.0069955	0.18713	0.0096137	0.360841395122701
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	328	15085	0.025418	0.06953	0.0082255	0.0010022	7.5422e-05	0.727481911238909
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	328	15085	0.0058414	0.016009	0.0071615	0.20735	0.0096137	0.33875006911432
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	329	15085	0.017453	0.048964	0.0066368	0.0042769	0.00040805	0.698929058286215
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	329	15085	0.0077306	0.021187	0.0070846	0.13761	0.0096137	0.427021950557902
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	330	15085	0.036313	0.099042	0.0080216	3.0176e-06	1.7605e-07	0.817299504879577
DropViz_GP_level2	Neuron_Slc17a6_Cck.2_2	330	15085	0.00098301	0.0026941	0.0072074	0.44576	0.0096137	0.173961263221096
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	331	15085	0.0078296	0.024458	0.003772	0.01897	0.0043559	0.729347516293243
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	331	15085	0.010866	0.03064	0.0063166	0.042702	0.009335	0.674694047465359
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	332	15085	0.022659	0.060563	0.0090689	0.0062405	0.00037546	0.643649568642653
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	332	15085	0.004651	0.013114	0.0072194	0.25972	0.009335	0.288437231824005
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	333	15085	0.024771	0.066325	0.0087309	0.0022791	0.00013724	0.684070789056113
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	333	15085	0.0041389	0.01167	0.0070718	0.27919	0.009335	0.272971107373478
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	334	15085	0.012802	0.035177	0.0078719	0.051956	0.0062059	0.581898817234152
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	334	15085	0.0094319	0.026595	0.0067967	0.082621	0.009335	0.533483025546851
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	335	15085	0.013604	0.037271	0.0082377	0.049338	0.0041854	0.549484410621593
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	335	15085	0.0081677	0.023031	0.0071449	0.1265	0.009335	0.442344849439484
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	336	15085	0.013687	0.037176	0.00821	0.047756	0.0042045	0.555897840086313
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	336	15085	0.0082887	0.023372	0.0070892	0.12117	0.009335	0.451554933449354
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	337	15085	0.027999	0.075645	0.0075292	0.00010053	9.2703e-06	0.794313295271181
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	337	15085	0.0065094	0.018355	0.006443	0.15618	0.009335	0.397251229643079
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	338	15085	0.011142	0.033285	0.0044282	0.0059389	0.0013984	0.779960233340705
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	338	15085	0.010708	0.030193	0.0062595	0.043585	0.009335	0.670315064841509
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	339	15085	0.024408	0.067357	0.0069622	0.00022831	2.924e-05	0.803144439659817
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	339	15085	0.0081824	0.023072	0.0063378	0.098356	0.009335	0.496185156029552
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	340	15085	0.027104	0.073544	0.0072233	8.7936e-05	9.248e-06	0.805695634192511
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	340	15085	0.0071843	0.020258	0.0063808	0.13011	0.009335	0.436324731414737
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	341	15085	0.020821	0.057213	0.0061024	0.00032334	3.8122e-05	0.789879911692228
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	341	15085	0.0078649	0.022177	0.0063785	0.10879	0.009335	0.474613439476618
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	342	15085	0.022196	0.06118	0.0069882	0.00074749	0.00012027	0.79758165340452
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	342	15085	0.0092031	0.02595	0.0063011	0.072081	0.009335	0.562681538885186
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	343	15085	0.025205	0.069202	0.007149	0.00021183	2.4218e-05	0.795953768236656
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	343	15085	0.0076765	0.021645	0.006376	0.11431	0.009335	0.464024051004397
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	344	15085	0.025209	0.068958	0.007909	0.00071935	7.5422e-05	0.762415587929449
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	344	15085	0.0074441	0.02099	0.0064627	0.1247	0.009335	0.445411067454432
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	345	15085	0.017463	0.048991	0.0065283	0.0037413	0.00040805	0.716073244824617
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	345	15085	0.0079615	0.022449	0.0065404	0.11176	0.009335	0.468850840883435
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	346	15085	0.034972	0.095386	0.0076403	2.375e-06	1.7605e-07	0.832696669964124
DropViz_GP_level2	Neuron_Gad1Gad2_Vip.2_21	346	15085	0.0046844	0.013209	0.0064429	0.2336	0.009335	0.311114644776727
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	347	15085	0.022483	0.060093	0.0078402	0.0020704	0.00037546	0.783533975529436
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	347	15085	0.0072119	0.022528	0.0037271	0.026506	0.0043559	0.667813566146409
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	348	15085	0.024298	0.065058	0.0076902	0.0007918	0.00013724	0.802943433866789
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	348	15085	0.0070808	0.022119	0.0037196	0.028491	0.0043559	0.654529138378457
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	349	15085	0.0080148	0.025036	0.0037169	0.015539	0.0043559	0.766046848403924
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	349	15085	0.014453	0.039714	0.007209	0.022498	0.0062059	0.746583749167561
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	350	15085	0.015062	0.041265	0.00722	0.018493	0.0041854	0.728679968723387
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	350	15085	0.0077368	0.024168	0.0037395	0.019286	0.0043559	0.726308520834812
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	351	15085	0.015238	0.041389	0.0072352	0.017606	0.0042045	0.738269537381485
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	351	15085	0.0078011	0.024369	0.0037307	0.018271	0.0043559	0.736253721832822
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	352	15085	0.028303	0.076468	0.0071988	4.2378e-05	9.2703e-06	0.868853771523628
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	352	15085	0.0073555	0.022977	0.0036787	0.022786	0.0043559	0.695631553285967
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	353	15085	0.011291	0.03373	0.0043726	0.004914	0.0013984	0.808783021303729
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	353	15085	0.0079269	0.024762	0.003691	0.01588	0.0043559	0.762053734269823
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	354	15085	0.024976	0.068924	0.0067517	0.00010856	2.924e-05	0.874351649155647
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	354	15085	0.007706	0.024072	0.0036703	0.017894	0.0043559	0.740089038807466
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	355	15085	0.027492	0.074596	0.0069663	3.9858e-05	9.248e-06	0.873962314460362
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	355	15085	0.0074494	0.02327	0.0036748	0.021333	0.0043559	0.707752308856469
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	356	15085	0.021279	0.058471	0.0058892	0.0001517	3.8122e-05	0.864260296421158
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	356	15085	0.007607	0.023762	0.0036759	0.019263	0.0043559	0.726528027352822
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	357	15085	0.022951	0.063259	0.0068079	0.00037521	0.00012027	0.873944662376812
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	357	15085	0.0079959	0.024977	0.0036657	0.01459	0.0043559	0.777638833927399
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	358	15085	0.025652	0.070427	0.006905	0.00010202	2.4218e-05	0.864695460668867
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	358	15085	0.0075077	0.023452	0.0036776	0.020611	0.0043559	0.714085796128496
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	359	15085	0.025909	0.070871	0.0075378	0.00029479	7.5422e-05	0.856394318571779
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	359	15085	0.0076531	0.023907	0.0036781	0.01874	0.0043559	0.731591446467395
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	360	15085	0.017904	0.050228	0.0062017	0.0019483	0.00040805	0.799679836822449
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	360	15085	0.007429	0.023207	0.0037103	0.022637	0.0043559	0.696838379295621
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	361	15085	0.034644	0.09449	0.0073134	1.0951e-06	1.7605e-07	0.88247335307787
DropViz_GP_level2	Neuron_Gad1Gad2_Lamp5-Cplx3.2_22	361	15085	0.0067535	0.021096	0.0036828	0.033353	0.0043559	0.62554588189187
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	362	15085	0.019677	0.052685	0.012526	0.058113	0.00013724	0.319927645968547
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	362	15085	0.0097842	0.026151	0.012744	0.22133	0.00037546	0.191204755831019
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	363	15085	0.022274	0.059533	0.0094972	0.0095129	0.00037546	0.590198408966795
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	363	15085	0.0054811	0.015061	0.0087564	0.26568	0.0062059	0.260802094179936
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	364	15085	0.022456	0.06002	0.010438	0.015734	0.00037546	0.52640326180813
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	364	15085	0.0045055	0.012344	0.0095806	0.31908	0.0041854	0.208597791899955
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	365	15085	0.022348	0.059732	0.010353	0.01545	0.00037546	0.528712649962978
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	365	15085	0.0047171	0.012813	0.009545	0.31059	0.0042045	0.21370012175336
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	366	15085	0.024857	0.067157	0.0086212	0.001971	9.2703e-06	0.537525092296756
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	366	15085	0.010712	0.028632	0.0092675	0.12387	0.00037546	0.264793671977399
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	367	15085	0.019978	0.053398	0.0082751	0.0078895	0.00037546	0.613921941752477
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	367	15085	0.0085991	0.025689	0.0046603	0.032514	0.0013984	0.521281521445594
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	368	15085	0.020904	0.057688	0.007591	0.0029488	2.924e-05	0.558081617066907
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	368	15085	0.014498	0.038751	0.0086805	0.04745	0.00037546	0.386451143140649
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	369	15085	0.023876	0.064785	0.0079381	0.0013179	9.248e-06	0.572138439072518
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	369	15085	0.012659	0.033833	0.0088086	0.075362	0.00037546	0.327796951465247
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	370	15085	0.017739	0.048743	0.0066058	0.0036267	3.8122e-05	0.552293594249928
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	370	15085	0.01482	0.03961	0.0086735	0.04377	0.00037546	0.396686239295456
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	371	15085	0.018264	0.050341	0.0075625	0.0078726	0.00012027	0.536726083424871
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	371	15085	0.01649	0.044075	0.0085659	0.027117	0.00037546	0.457389427392208
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	372	15085	0.021675	0.059509	0.0078362	0.0028409	2.4218e-05	0.551694180818372
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	372	15085	0.01388	0.037099	0.0087794	0.056948	0.00037546	0.36331766404402
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	373	15085	0.020754	0.056772	0.0088157	0.0092872	7.5422e-05	0.492932501622122
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	373	15085	0.014418	0.038537	0.009049	0.05555	0.00037546	0.366468916050246
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	374	15085	0.017437	0.046605	0.0087714	0.02342	0.00037546	0.475972388612918
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	374	15085	0.013581	0.038102	0.0069696	0.025678	0.00040805	0.469254738481437
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	375	15085	0.033698	0.091911	0.0087025	5.4167e-05	1.7605e-07	0.631630933039059
DropViz_GP_level2	Neuron_Gad1Gad2_Tac2.2_3	375	15085	0.0058658	0.015678	0.0092186	0.2623	0.00037546	0.169672314532945
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	376	15085	0.024381	0.065283	0.0089903	0.0033482	0.00013724	0.640822329081895
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	376	15085	0.0051107	0.014043	0.0084339	0.27227	0.0062059	0.255981075798458
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	377	15085	0.02489	0.066645	0.0098076	0.0055822	0.00013724	0.583348441279544
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	377	15085	0.0036032	0.0098717	0.0091589	0.34701	0.0041854	0.193274673110163
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	378	15085	0.024474	0.065529	0.0095756	0.0053019	0.00013724	0.58914099752285
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	378	15085	0.0043841	0.011908	0.0089822	0.31275	0.0042045	0.212433502294845
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	379	15085	0.023308	0.062972	0.0087893	0.0040072	9.2703e-06	0.47629716921059
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	379	15085	0.012914	0.034579	0.0092859	0.08216	0.00013724	0.280992659906619
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	380	15085	0.021973	0.058833	0.0081434	0.0034897	0.00013724	0.636168190154859
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	380	15085	0.0080518	0.024054	0.0046662	0.042225	0.0013984	0.481518171521199
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	381	15085	0.019669	0.05428	0.0076916	0.0052802	2.924e-05	0.502280163160145
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	381	15085	0.016457	0.044066	0.0086445	0.028479	0.00013724	0.400121047462907
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	382	15085	0.022579	0.061265	0.0081117	0.0026921	9.248e-06	0.510515142103634
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	382	15085	0.014388	0.038525	0.0088467	0.051944	0.00013724	0.332545811034771
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	383	15085	0.016681	0.045837	0.0066747	0.0062298	3.8122e-05	0.499120520390883
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	383	15085	0.016863	0.045153	0.0086135	0.025138	0.00013724	0.414151789995978
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	384	15085	0.017061	0.047025	0.0076338	0.012719	0.00012027	0.483577322626401
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	384	15085	0.018516	0.049577	0.0084981	0.014681	0.00013724	0.474624001435721
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	385	15085	0.020324	0.0558	0.0079959	0.0055192	2.4218e-05	0.489209599967457
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	385	15085	0.015721	0.042095	0.0088045	0.037091	0.00013724	0.370414061386931
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	386	15085	0.018851	0.051566	0.0091679	0.01989	7.5422e-05	0.412702100638409
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	386	15085	0.016293	0.043625	0.0092489	0.03908	0.00013724	0.364540689382229
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	387	15085	0.019592	0.052458	0.0087776	0.012815	0.00013724	0.489908592580264
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	387	15085	0.012186	0.034186	0.0070964	0.042988	0.00040805	0.403227261044949
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	388	15085	0.032955	0.089885	0.0090718	0.00014073	1.7605e-07	0.570240710909538
DropViz_GP_level2	Neuron_Gad1Gad2_Hpcal4.2_4	388	15085	0.0065928	0.017653	0.0094448	0.24258	0.00013724	0.159260048170426
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	389	15085	0.012501	0.03425	0.0087311	0.076113	0.0041854	0.470318524842469
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	389	15085	0.010186	0.027988	0.0087708	0.12277	0.0062059	0.412699218040543
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	390	15085	0.013069	0.035496	0.0081151	0.053665	0.0042045	0.534577511734409
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	390	15085	0.011187	0.03074	0.0081157	0.08404	0.0062059	0.487276314851557
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	391	15085	0.027613	0.074602	0.0075191	0.00012063	9.2703e-06	0.778584878737059
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	391	15085	0.0088092	0.024206	0.0074523	0.1186	0.0062059	0.419498601544254
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	392	15085	0.010893	0.032542	0.0044459	0.0071455	0.0013984	0.751818594114163
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	392	15085	0.013259	0.036432	0.0072787	0.034272	0.0062059	0.663765729949397
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	393	15085	0.02407	0.066426	0.0069877	0.0002867	2.924e-05	0.781330971370598
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	393	15085	0.010317	0.02835	0.0073674	0.080704	0.0062059	0.495246150488871
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	394	15085	0.026813	0.072753	0.007174	9.3299e-05	9.248e-06	0.800588259056096
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	394	15085	0.010052	0.027619	0.0073399	0.085441	0.0062059	0.484023191218292
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	395	15085	0.020609	0.056628	0.0060597	0.00033674	3.8122e-05	0.785888969239891
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	395	15085	0.010791	0.029652	0.0073359	0.070656	0.0062059	0.521408771936723
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	396	15085	0.021838	0.060191	0.0070171	0.00093077	0.00012027	0.773285527899515
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	396	15085	0.011467	0.031509	0.0073282	0.058824	0.0062059	0.557470146774551
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	397	15085	0.024875	0.068295	0.0071504	0.00025254	2.4218e-05	0.779414557475336
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	397	15085	0.01002	0.027534	0.0073862	0.087461	0.0062059	0.479425448434415
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	398	15085	0.024749	0.0677	0.0080988	0.001124	7.5422e-05	0.715398978746554
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	398	15085	0.0084843	0.023313	0.0076648	0.13417	0.0062059	0.395227648935781
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	399	15085	0.01721	0.048282	0.0064421	0.0037798	0.00040805	0.714761379750595
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	399	15085	0.011043	0.030344	0.0074751	0.069809	0.0062059	0.52378175210829
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	400	15085	0.034819	0.094968	0.0077482	3.5258e-06	1.7605e-07	0.807291752459312
DropViz_GP_level2	Neuron_Gad1Gad2_Sst.2_5	400	15085	0.0053033	0.014572	0.0075675	0.24172	0.0062059	0.279398671644307
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	401	15085	0.011421	0.031289	0.0089844	0.10185	0.0041854	0.417127522960651
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	401	15085	0.011443	0.03108	0.0090246	0.10242	0.0042045	0.416454659539843
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	402	15085	0.027382	0.073979	0.0077969	0.00022316	9.2703e-06	0.725502024874448
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	402	15085	0.0074867	0.020512	0.0076927	0.16523	0.0041854	0.32877402005886
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	403	15085	0.010574	0.031589	0.0044785	0.0091183	0.0013984	0.714724136946157
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	403	15085	0.013831	0.037893	0.0072989	0.02906	0.0041854	0.646145683062197
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	404	15085	0.02361	0.065155	0.0071439	0.00047618	2.924e-05	0.732733186217376
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	404	15085	0.0098333	0.02694	0.007498	0.094863	0.0041854	0.430105136472904
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	405	15085	0.026415	0.071674	0.0074111	0.00018301	9.248e-06	0.742463385851688
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	405	15085	0.0086499	0.023698	0.007548	0.12591	0.0041854	0.378402121509178
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	406	15085	0.020128	0.055308	0.0062598	0.00065265	3.8122e-05	0.720852295730591
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	406	15085	0.0096578	0.02646	0.0075439	0.10025	0.0041854	0.420018982802201
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	407	15085	0.021279	0.058651	0.0071359	0.0014346	0.00012027	0.725352877414657
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	407	15085	0.01139	0.031207	0.0074185	0.062353	0.0041854	0.506732279477316
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	408	15085	0.024437	0.067091	0.0073121	0.00041706	2.4218e-05	0.73221462477914
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	408	15085	0.0095364	0.026127	0.0075191	0.10236	0.0041854	0.416215410275226
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	409	15085	0.024276	0.066404	0.0081832	0.0015086	7.5422e-05	0.684396496872709
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	409	15085	0.0090843	0.024888	0.0077096	0.11935	0.0041854	0.388173034269875
